name,tax_id,irs_name,street_address,city,state,zip,affiliation,website,advertises_apr,facebook,twitter,youtube,instagram,tiktok,donor_website,other_names
BIRTH CHOICE - GIBSON COUNTY,62-1613447,Birth Choice Incorporated,1281 Hwy 45 Bypass North,Trenton,TN,38343,Care Net,https://yourprivatechoice.net/ Yes,,https://www.facebook.com/yourprivatechoice,,https://www.instagram.com/yourprivathetcthpos:ic//eb/irthchoice.biz/,,,,
LIFE CHOICES PREGNANCY SUPPORT CENTER - FRANKLIN COUNTY,46-2245542,Life Choices Pregnancy & Family Resource Center,66 Sunrise Park,Winchester,TN,37398,Heartbeat International; Care Net; NIFLA,http://www.lifechoicestn.org/ Yes,,https://www.facebook.com/lifechoicespregnacysupportcenter/,,,,,,
PREGNANCY RESOURCES OF ABILENE,75-1893072,Pregnancy Resources Of Abilene Inc,"2110 North Willis St, Suite A",Abilene,TX,79603,Heartbeat International,https://www.prabilene.com/ Yes,,https://www.facebook.com/First-Choice-Pregnancy-Counseling-Center-122141407830364/,,,,,,
HOPE CHOICE - CENTER CITY,75-2195169,Hope Choice Inc,1501 South Taylor St,Amarillo,TX,79101,Care Net,http://www.thehopechoice.com/ No,,,,,,,,
HOPE CHOICE - MEDIPARK,75-2195169,Hope Choice Inc,6709 Woodward St,Amarillo,TX,79106,Care Net,http://www.thehopechoice.com/ No,,,,,,,,
HOPE CHOICE - MESA VERDE,75-2195169,Hope Choice Inc,4022 NE 26th St,Amarillo,TX,79107,Care Net,http://www.thehopechoice.com/ No,,,,,,,,
THE LIFE CENTER - ANDREWS,27-0205911,Permian Basin Womens Resource Center The Life Center Foundation,1412 NE Mustang Dr,Andrews,TX,79714,Heartbeat International,https://thelifecentertx.org/ Yes,,https://www.facebook.com/thelifecentertx/,,https://www.instagram.com/thelifecenthetrttpxs/://www.tlcdonor.org/,,,,
METROPLEX WOMEN'S CLINIC - NORTH,75-1987614,Arlington Pregnancy Center Inc,2810 NW Green Oaks Blvd,Arlington,TX,76012,Heartbeat International,https://www.metroplexwomensclinic.com/ Yes,,https://www.facebook.com/metroplexwomensclinic,,https://www.instagram.com/metroplex_womens_clinic/,,,,
METROPLEX WOMEN'S CLINIC - SOUTHWEST,75-1987614,Arlington Pregnancy Center Inc,7603 US Hwy 287 N Frontage Rd,Arlington,TX,76017,Heartbeat International,https://www.metroplexwomensclinic.com/ Yes,,https://www.facebook.com/metroplexwomensclinic,,https://www.instagram.com/metroplex_womens_clinic/,,,,
METROPLEX WOMEN'S CLINIC - SOUTHEAST,75-1987614,Arlington Pregnancy Center Inc,5150 South Collins St,Arlington,TX,76018,Heartbeat International,https://www.metroplexwomensclinic.com/ Yes,,https://www.facebook.com/metroplexwomensclinic,,https://www.instagram.com/metroplex_womens_clinic/,,,,
ABUNDANT LIFE PREGNANCY RESOURCE CENTER,87-1871426,Abundant Life Pregnancy Resource Center,610 Maryland Dr Suite A,Athens,TX,75460,,https://www.abundantlifeprc.com/ No,,https://www.facebook.com/people/Abundant-Life-Pregnancy-Resource-Chettnptse:r///w10w0w0.8in1s1t3a6g9ra7m19.c0o8m//abundant_life_prc/,,,,,,
HEART OF TEXAS PREGNANCY RESOURCE CENTER - EAST AUSTIN,46-0673585,Chicon Pregnancy Resource Center — Heart Of Texas Pregnancy Resourc,"6448 East Hwy 290, Suite B110",Austin,TX,78702,Heartbeat International,http://www.heartoftexasprc.org/ No,,,,,,,,
TROTTER HOUSE - AUSTIN,20-1882798,Austin Pregnancy Resource Center,2717 Rio Grande St,Austin,TX,78705,,https://www.trotterhouse.org/ Yes,,,,,,,,Trotter House
ST. JOHN PAUL II LIFE CENTER,20-8785471,St John Paul II Life Center,"4201 Marathon Blvd, 3rd Floor",Austin,TX,78731,,http://jpiilifecenter.org/ No,,https://www.facebook.com/StJohnPaulIILIfeCenthetrt/ps://www.youtube.comht/t@psjp:/i/iwlifwecwe.inntsetra6g5r1a1m/v.cidoemo/sjpiilifecenter/,,,,,,
TRUCARE,26-4626842,Trucare Network,"4544 South Lamar Blvd, Suite 665",Austin,TX,78745,Heartbeat International,https://www.trucareclinic.com/ Yes,,https://www.servetrucare.org/,,,,,,
THE SOURCE: AUSTIN,74-2333473,Austin Lifecare Inc,1007 East 41st St.,Austin,TX,78757,Care Net,https://www.thesource.org/ No,,https://www.facebook.com/hTthtpesS:/o/xu.rccoemTe/txhaess/ourcetexas/,,https://www.instagram.com/thesourcetexas/,,,,
PATHWAYS WOMEN & FAMILY CENTER,27-0665145,Bastrop Pregnancy Resource Center — Bprc,125 Lower Red Rock Rd,Bastrop,TX,78602,,https://www.mypathwaystx.org/ Yes,,https://www.facebook.com/BastropPregnancyResourceCenter,,https://www.instagram.com/bastroppregnancyhelp/,,,,BASTROP PREGNANCY RESOURCE CENTER
WOMEN'S PREGNANCY CENTER OF MATAGORDA COUNTY,76-0219225,Womens Pregnancy Center Of Matagorda County Inc,3107 Avenue F,Bay City,TX,77414,Heartbeat International,https://baycitywpc.org/ No,,https://www.facebook.com/wpcbaycity/?fref=ts,,,,,,
BIRTHRIGHT OF BEAUMONT,23-7389074,Birthright of Beaumont,2626 Calder Ave,Beaumont,TX,77702,Birthright International,http://birthright.org/beaumont No,,,,,,,,
HOPE WOMEN'S RESOURCE CLINIC,76-0548301,Hope Center for Crisis Pregnancy,3740 Laurel Ave,Beaumont,TX,77707,Heartbeat International,http://www.hope-clinic.com/ No,,https://www.facebook.com/HopeWomensResourceClinic/,,https://www.instagram.com/hopeclinicbmt,,,,
THE LIFE CENTER - BIG SPRING,27-0205911,Permian Basin Womens Resource Center The Life Center Foundation,1801 South Main St,Big Spring,TX,79720,Heartbeat International,https://thelifecentertx.org/ Yes,,https://www.facebook.com/thelifecentertx/,,https://www.instagram.com/thelifecenthetrttpxs/://www.tlcdonor.org/,,,,
HILL COUNTRY PREGNANCY CARE CENTER - BOERNE,74-2470532,Hill Country Pregnancy Care Center,439 Fabra St,Boerne,TX,78006,Care Net; Heartbeat International,https://hillcountrypregnancycarecenter.org/ Yes,,https://www.facebook.com/Hill-Country-Pregnancy-Care-Center-1002496h2tt0p0s:5//2w3w90w/.instagram.com/hcpcc_boehrtntpes/://www.hcpcctexas.org/,,,,,,
NEW LIFE COTTAGE,27-2456669,Fannin Pregnancy Care Center,1500 North Center St,Bonham,TX,75418,Care Net; Heartbeat International,http://www.fanninpregnancy.org/ Yes,,https://www.facebook.com/FanninPCC,,,,,,
CARE NET PREGNANCY CENTER OF BORGER,75-2558399,Borger Area Crisis Pregnancy Center Inc — Care Net,300 West Grand St,Borger,TX,79007,Care Net,https://borgercarenet.com/ No,,https://www.facebook.com/people/Borger-CareNet-Pregnancy-Center/100045807771715/,,,,,,
CLEAR CHOICE PREGNANCY RESOURCE CENTER,75-2547148,Pregnancy Resource Center,110 West Wise St,Bowie,TX,76230,Heartbeat International,http://clearchoiceprc.org/ No,,https://www.facebook.com/Clear-Choice-PRC-233067403551112,,,,,,
CENTRAL TEXAS PREGNANCY CARE CENTER - BRADY,01-0843007,Central Texas Pregnancy Care Center Inc,200 W 4th St,Brady,TX,76825,Heartbeat International,http://www.pccbrownwood.com/ No,,https://www.facebook.com/Pregnancy-Care-Center-336192673633/,,,,,,
THE OPEN DOOR PREGNANCY CENTER - BRECKENRIDGE,26-1551160,Eastland County Open Door — Pregnancy Assistance Center,110 North Live Oak St,Breckenridge,TX,76424,Heartbeat International,https://theopendoorprc.com/ Yes,,https://www.facebook.com/opendoorfrc/,,https://www.instagram.com/opendoorpfrc/,,,,
NEW BEGINNINGS PREGNANCY CENTER - BRENHAM,74-3023740,Brenham Pregnancy Center,1016 East Blue Bell Road,Brenham,TX,77833,Care Net,https://brenhampregnancycenter.org/ Yes,,https://www.facebook.com/pregnancycenterbrenham/,,,,,,
CENTRAL TEXAS PREGNANCY CARE CENTER - BROWNWOOD,01-0843007,Central Texas Pregnancy Care Center Inc,2200 Austin Ave,Brownwood,TX,76801,Heartbeat International,http://www.pccbrownwood.com/ No,,https://www.facebook.com/Pregnancy-Care-Center-336192673633/,,,,,,
HOPE PREGNANCY CENTER - BRYAN,74-2352717,Hope Pregnancy Centers Of Brazos Valley Inc,103 West 32nd St,Bryan,TX,77803,Care Net,http://www.hopepregnancy.org/ Yes,,https://www.facebook.com/HopeBV/,,https://www.instagram.com/hopebcs/,,,,
NEXT STEP WOMEN'S CENTER,75-2199472,Pregnancy Resources And Medical Clinic Of North Texas Inc,250 NW Tarrant Ave,Burleson,TX,76028,Care Net,https://www.nextstepwc.com/ Yes,,https://www.facebook.com/NextStepTX,,https://www.instagram.com/nextstepwc/,,,,
MOORE OPTIONS - CACTUS,75-2760977,Dumas Area Crisis Pregnancy Center,405 Sherri Dr,Cactus,TX,79013,Care Net,https://mooreoptions.org/ Yes,,https://www.facebook.com/mooreoptions.life/,,https://www.instagram.com/mooreoptions.life/,,,,
HOPE CENTER,75-3058435,Heart Of Grace Ministries — Hope Pregnancy Center,885 East State Hwy 243,Canton,TX,75103,Care Net,http://www.hopecanton.com/ Yes,,https://www.facebook.com/hopecantontx,,https://www.instagram.com/hopecentercanton,,,,
HOPE CHOICE - CANYON,75-2195169,Hope Choice Inc,201 26th St,Canyon,TX,79015,Care Net,http://www.thehopechoice.com/ No,,,,,,,,
ANDERSON HOUSE PREGNANCY RESOURCE CENTER - CARRIZO SPRINGS,81-1148156,Anderson House Pregnancy Resource Center,701 West Houston St,Carrizo Springs,TX,78834,Heartbeat International,https://andersonhouseprc.org/ No,,https://www.facebook.com/AndersonHouseTRC,,https://www.instagram.com/andersonhousetrc/,,,,
AGAPE WOMEN'S CLINIC - CEDAR PARK,27-0111679,Agape Pregnancy Resource Center,"1464 East Whitestone Blvd, Suite 15",Cedar Park,TX,78613,Care Net,https://www.agapewomensclinic.org/ No,,https://www.facebook.com/hatgtpasp:e//ptwrcitrtrer.com/agapeprcrr,,https://www.instagram.com/agapeprc/,,,,
THE OPEN DOOR - CISCO,26-1551160,Eastland County Open Door — Pregnancy Assistance Center,1906 Hwy 206,Cisco,TX,76437,Heartbeat International,https://theopendoorprc.com/ Yes,,https://www.facebook.com/opendoorfrc/,,https://www.instagram.com/opendoorpfrc/,,,,
CLEBURNE PREGNANCY CENTER,75-2235598,Cleburne Pregnancy Center Inc,100 South Main St,Cleburne,TX,76033,Heartbeat International,http://www.cleburnepc.com/ Yes,,,,https://www.instagram.com/cleburnepregnancycenter/,,,,
HOPE PREGNANCY CENTER - COLLEGE STATION,74-2352717,Hope Pregnancy Centers Of Brazos Valley Inc,205 Brentwood Dr East,College Station,TX,77840,Care Net,http://www.hopepregnancy.org/ Yes,,https://www.facebook.com/HopeBV/,,https://www.instagram.com/hopebcs/,,,,
AGGIELAND PREGNANCY OUTREACH,74-2893803,Aggieland Pregnancy Outreach,550 Fraternity Row,College Station,TX,77845,,https://pregnancyoutreach.org/ No,,https://www.facebook.com/pregnancyoutreach,,,,,https://friendsofapo.org/,
HILL COUNTRY PREGNANCY CENTER - COMFORT,74-2470532,Hill Country Pregnancy Care Center,211 Main St,Comfort,TX,78013,Care Net; Heartbeat International,https://hillcountrypregnancycarecenter.org/ Yes,,https://www.facebook.com/HCPCCboerne,,https://www.instagram.com/hillcountryhptrtepgsn:/a/wnwcywc.ahrcepccecntetexra/s.org/,,,,
PREGNANCY ASSISTANCE CENTER NORTH - CONROE,76-0242187,Pregnancy Assistance Center North,115 North San Jacinto St,Conroe,TX,77301,Heartbeat International,http://www.pacn.org/ Yes,,https://www.facebook.com/PACN.org,,https://www.instagram.com/p_a_c_n/?hl=en,,,,
"HOPE PREGNANCY CENTERS, INC. - COPPERAS COVE",74-2129002,Hope Pregnancy Center,601 South Main St,Copperas Cove,TX,76522,Care Net,http://www.hopepc.com/ Yes,,https://www.facebook.com/hhtotppse:p//rtewgitntearn.ccoymce/nhtoeprespctexas,,,,,,
PREGNANCY CENTER OF THE COASTAL BEND - FIVE POINTS,74-2541210,Corpus Christi Pregnancy Center Inc,13725 NW Blvd,Corpus Christi,TX,78410,Care Net; Heartbeat International; NIFLA,http://ccpregnancy.org/ No,,https://www.facebook.com/pregnancycentercoastalbend,,https://www.instagram.com/hicoastalbhetntpds/://hifriends4life.org/,,,,
PREGNANCY CENTER OF THE COASTAL BEND - CORPUS CHRISTI,74-2541210,Corpus Christi Pregnancy Center Inc,4730 Everhart Rd,Corpus Christi,TX,78411,Care Net; Heartbeat International; NIFLA,http://ccpregnancy.org/ No,,https://www.facebook.com/pregnancycentercoastalbend,,https://www.instagram.com/hicoastalbhetntpds/://hifriends4life.org/,,,,
HOPE CENTER,75-2041504,Pro Life Of Navarro County,3124 West State Hwy 22,Corsicana,TX,75110,Care Net,http://hopecentercorsicana.com/ No,,https://www.facebook.com/hopecentercorsicana/,,https://www.instagram.com/hopecentercorsicana/,,,,
GRACEFUL BEGINNINGS,33-3219926,Graceful Beginnings,816 South 4th St,Crockett,TX,75835,,https://gracefulbeginningstexas.org/ No,,https://www.facebook.com/people/Graceful-Beginnings/61576910350138/?,,,,,,
EXPECTANT HEART PREGNANCY RESOURCE CENTER- DAINGERFIELD,45-3840872,Expectant Heart Pregnancy Resource Center,909 Linda Dr,Daingerfield,TX,75638,,http://www.expectantheart.org/ No,,https://www.facebook.com/eheartdfield/,,,,,,
DALHART PREGNANCY RESOURCE CENTER,26-1791005,Dalhart Pregnancy Resource Center,1422 Denver Ave,Dalhart,TX,79022,Care Net,https://www.dalhartpregnancy.com/ No,,https://www.facebook.com/dalhartpregnancy/,,,,,,
WOMAN TO WOMAN HEALTH CENTER - DOWNTOWN,25-1902817,Involved For Life Inc,525 North Ervay St,Dallas,TX,75201,Care Net,https://womantowomanhealthcenter.org/ Yes,,https://www.facebook.com/getinvolvedforlife/,,https://www.instagram.com/womantowhottmpsa:n//_ghecti/nvolvedforlife.com/,,,,
WHITE ROSE WOMEN'S CENTER,75-2145755,St Josephs Helpers Of Dallas Texas,4313 North Central Expressway,Dallas,TX,75205,,http://www.whiterosewomenscenter.org/ No,,https://www.facebook.com/whiterosewomenscenter/,,,,,,
THRIVE WOMEN'S CLINIC - CENTRAL DALLAS,45-5419439,Disciples Of The Way Ministries,"6500 Greenville Ave, Suite 600",Dallas,TX,75206,Heartbeat International,http://thrivewomensclinic.com/ Yes,,https://www.facebook.com/thrivewomensclinic/,,https://www.instagram.com/thrivewomensclinic/,,,,
THRIVE WOMEN'S CLINIC - WEST DALLAS,45-5419439,Disciples Of The Way Ministries,3901 Holystone St nSuite,Dallas,TX,75212,Heartbeat International,http://thrivewomensclinic.com/ Yes,,https://www.facebook.com/thrivewomensclinic/,,https://www.instagram.com/thrivewomensclinic/,,,,
PRESTONWOOD PREGNANCY CENTER - SOUTHWEST DALLAS,75-2891044,Prestonwood Caring People Network,7988 West Virginia Dr 100,Dallas,TX,75237,,https://prestonwoodpregnancy.org/ No,,https://www.facebook.com/prestonwoodpreg/,,https://www.instagram.com/prestonwoodpreg/?,,,,
BLOOM PREGNANCY HELP CENTER,26-4478516,Catholic Crisis Pregnancy Centers Of Dallas Texas Inc,"17177 Preston Rd, Suite 310",Dallas,TX,75248,,https://bloomphc.org/ Yes,,,,,,,,Bloom Pregnancy Help Center
WISE CHOICES PREGNANCY RESOURCE CENTER,75-2897889,Wise Choices Pregnancy Resource Center Inc,604 North Trinity St,Decatur,TX,76234,Care Net,https://mywisechoices.com/ Yes,,https://www.facebook.com/hWttipsse:C//thwoiitcteers.cDoemca/WtuirseChoicesPRC,,https://www.instagram.com/wisechoicesprc/,,,,
AMISTAD PREGNANCY CARE CENTER,74-2718117,Amistad Pregnancy Care Center Of Del Rio Inc,102 A Fletcher Dr,Del Rio,TX,78840,,,,https://www.facebook.com/AmistadPregnancyCareCenter/,,,,,,
LORETO HOUSE PREGNANCY & PARENTING RESOURCE CENTER - DENTON,26-1395425,Loreto House,1100 North Bonnie Brae St,Denton,TX,76201,,https://loretohouse.org/ No,,https://www.facebook.com/PregnancycarecenteRhtotpasd:e//nwtownw/.youtube.com/@LoretoHouse,,,,,https://loretohousebenefactors.org/,
WOMAN TO WOMAN PREGNANCY RESOURCE CENTER - DESOTO,75-2125952,Woman To Woman Pregnancy Resource Center,"2436 S Interstate 35, Suite 360",Denton,TX,76201,Care Net,http://dentonprc.org/ No,,https://www.facebook.com/friendsofdentonprc/,,,,,https://friendsofdentonprc.org/,
WOMAN TO WOMAN HEALTH CENTER - SOUTHWEST,25-1902817,Involved For Life Inc,"2715 Bolton Boone Dr, Suite A",DeSoto,TX,75115,Care Net,https://womantowomanhealthcenter.org/ Yes,,https://www.facebook.com/getinvolvedforlife/,,https://www.instagram.com/womantowhottmpsa:n//_ghecti/nvolvedforlife.com/,,,,
HEART OF TEXAS PREGNANCY RESOURCE CENTER - HILL COUNTRY,46-0673585,Chicon Pregnancy Resource Center — Heart Of Texas Pregnancy Resourc,27711 RR12,Dripping Springs,TX,78620,Heartbeat International,http://www.heartoftexasprc.org/ No,,,,,,,,
MOORE OPTIONS - DUMAS,75-2760977,Dumas Area Crisis Pregnancy Center,214 East 5th St,Dumas,TX,79029,Care Net,https://mooreoptions.org/ Yes,,https://www.facebook.com/mooreoptions.life/,,https://www.instagram.com/mooreoptions.life/,,,,
PREGNANCY & FATHERHOOD SOLUTIONS,74-2247355,El Pasoans For Life Inc,"9101 Dyer St, Suite 204",El Paso,TX,79924,Care Net,https://www.pfsep.org/ No,,https://www.facebook.com/hptftspesl:p//atwsoitter.com/pfselpaso,,https://www.instagram.com/pfselpaso/,,,,
PREGNANCY & FATHERHOOD SOLUTIONS,74-2247355,El Pasoans For Life Inc,3565 North Lee Trevino Dr,El Paso,TX,79936,Care Net,https://www.pfsep.org/ No,,https://www.facebook.com/hptftspesl:p//atwsoitter.com/pfselpaso,,https://www.instagram.com/pfselpaso/,,,,
MID CITIES WOMEN'S CLINIC - EULESS,75-2770452,Mid Cities Pregnancy Care Inc,201 Westpark Way,Euless,TX,76040,Care Net,https://mcwomensclinic.com/ Yes,,https://www.facebook.com/midcitieswomensclinic/,,https://www.instagram.com/mcwomensclinic/,,,,
LORETO HOUSE PREGNANCY & PARENTING RESOURCE CENTER - FLOWER MOUND,26-1395425,Loreto House,2213 Acropolis Dr,Flower Mound,TX,75028,,https://loretohouse.org/ No,,https://www.facebook.com/PregnancycarecenteRhtotpasd:e//nwtownw/.youtube.com/@LoretoHouse,,,,,https://loretohousebenefactors.org/,
METROPLEX WOMEN'S CLINIC - EAST FORTH WORTH,75-2504542,Greater Fort Worth Pro Life Ministries,324 South Rand St,Fort Worth,TX,76103,,https://metroplexwomensclinic.com/ Yes,,https://www.facebook.com/metroplexwomensclinic,,https://www.instagram.com/metroplex_womens_clinic/,,,,
HEALTH FOR HER - FORT WORTH,26-4099950,Human Coalition,900 Hemphill St,Fort Worth,TX,76104,Human Coalition,https://healthforher.org/locations/fort-worth/ No,,,,,,,,
FORT WORTH PREGNANCY CENTER,75-2548774,Fort Worth Crisis Pregnancy Center,3221 Cleburne Rd,Fort Worth,TX,76110,Care Net,http://fwpc.org/ Yes,,https://www.facebook.com/FWPregCenter,,https://www.instagram.com/fortworthpregnancycenter/,,,,
PRESTONWOOD PREGNANCY CENTER - FORT WORTH,75-2891044,Prestonwood Caring People Network,4732 Townsend Dr,Fort Worth,TX,76115,Heartbeat International,http://www.prestonwoodpregnancy.org/ No,,https://www.facebook.com/prestonwoodpreg/,,https://www.instagram.com/prestonwoodpreg/?,,,,
PREGNANCY HELP CENTER OF FORT WORTH,75-2125380,Family Life Solutions Inc,"7700 Camp Bowie West, Suite 120",Fort Worth,TX,76116,Heartbeat International,https://www.phcfw.org/ Yes,,,,,,,https://phcpartners.org/,
PREGNANCY LIFELINE,23-7319438,Pregnancy Lifeline,"4747 South Hulen St, Suite 103",Fort Worth,TX,76132,,http://pregnancylifeline.net/ No,,https://www.facebook.com/pregnancylifeline,,,,,,
EAGLE MOUNTAIN PREGNANCY HELP CENTER,75-2782011,Eagle Mountain Pregnancy Help Center,10328 Jacksboro Hwy,Fort Worth,TX,76135,NIFLA,http://emphc.org/ Yes,,https://www.facebook.com/eaglemountainpregnancyhelp,,https://www.instagram.com/eaglemountainhelp/,,,,
PREGNANCY HELP 4 U,45-2442701,Pregnancy Help 4 U Inc,"5407 Basswood Blvd, Suite 107",Fort Worth,TX,76137,Heartbeat International,http://www.pregnancyhelp4u.org/ No,,https://www.facebook.com/pregnancyhelp4u?,,,,,,
HEART OF THE HILLS,27-3088915,Mom Center,520 South Milam St,Fredericksburg,TX,78624,Heartbeat International,https://heartofthehillstx.org/ Yes,,,,,,,,
INSPIRA RESOURCE CENTER,76-0389273,Center For Pregnancy,347-B East Parkwood Ave,Friendswood,TX,77546,Care Net,https://inspiraresourcecenter.com/ Yes,,,,,,,,
LIFETALK RESOURCE CENTER,80-0159377,Life Talk Resource Center,"8380 Warren Pkwy, Suite 204",Frisco,TX,75034,Care Net,https://lifetalkprc.org/ Yes,,https://www.facebook.com/LifeTalkPRC,,https://www.instagram.com/lifetalkrc/,,,,
ABBA WOMEN'S CENTER,75-2562827,Abba Womens Center Inc,214 North Taylor St,Gainesville,TX,76240,,http://www.abbatexas.org/ No,,,,,,,,
METRO FAMILY PREGNANCY CENTER,75-2480842,Metro Family Pregnancy Center Inc,3375 Edgewood Dr,Garland,TX,75043,Heartbeat International,http://www.garlandpregnancy.com/ Yes,,,,,,,,
PREGNANCY HELP CENTER OF WILLIAMSON COUNTY,74-2844141,Pregnancy Help Center Of Williamson County,2308 Old Airport Rd,Georgetown,TX,78626,Care Net,http://www.phcwc.com/ Yes,,https://www.facebook.com/hptftspesl:p//atwsoitter.com/pfselpaso,,https://www.instagram.com/pfselpaso/https://www.phcwc.com/supporters,,,,
OPEN DOOR PREGNANCY CENTER - GILMER,82-5350692,Open Door Pregnancy Center,1561 Hwy 271 N,Gilmer,TX,75644,,https://www.opendoortx.org/ Yes,,https://www.facebook.com/OpenDoorPregnancyHelpCenter,,,,,,
CENTRAL TEXAS PREGNANCY CARE CENTER - GOLDTHWAITE,01-0843007,Central Texas Pregnancy Care Center Inc,1005 Hutchins St,Goldthwaite,TX,76844,,http://www.pccbrownwood.com/ No,,,,,,,,
BRAZOS PREGNANCY CENTER,75-2511944,Brazos Pregnancy Center Inc,1812 Acton Hwy,Granbury,TX,76049,Heartbeat International,http://www.brazospregnancycenter.com/ Yes,,https://www.facebook.com/BrazosPregnancyCenter/,,https://www.instagram.com/bpcgranbury/?,,,,
PREGNANCY RESOURCE CENTER OF GRAND PRAIRIE,75-2501973,Pregnancy Resource Center Of Grand Prairie,"2305 Oak Lane, Suite 101-4B",Grand Prairie,TX,75051,,https://prcgp.com/ No,,https://www.facebook.com/Pregnancycentergp,,,,,,
